,tconst,directors,,,,,,,,,,,,,
499,tt0021223,nm0064600,,,,,,,,,,,,,
500,tt0021228,nm0939992,,,,,,,,,,,,,
501,tt0021240,nm0210352,,,,,,,,,,,,,
502,tt0021273,nm0312866,,,,,,,,,,,,,
503,tt0021281,nm0280463,nm0195496,,,,,,,,,,,,
504,tt0021282,nm0001008,,,,,,,,,,,,,
505,tt0021283,nm0654868,,,,,,,,,,,,,
506,tt0021294,nm0781292,nm0342417,nm0820461,,,,,,,,,,,
507,tt0021309,nm0823088,nm0823089,,,,,,,,,,,,
508,tt0021310,nm0113284,,,,,,,,,,,,,
509,tt0021331,nm0168413,,,,,,,,,,,,,
510,tt0021345,nm0749484,nm0000859,,,,,,,,,,,,
511,tt0021371,nm0503777,,,,,,,,,,,,,
512,tt0021375,nm0895048,,,,,,,,,,,,,
513,tt0021394,nm0045800,,,,,,,,,,,,,
514,tt0021406,nm0654868,,,,,,,,,,,,,
515,tt0021408,nm0831577,,,,,,,,,,,,,
516,tt0021409,nm0163229,,,,,,,,,,,,,
517,tt0021413,nm0227020,,,,,,,,,,,,,
518,tt0021472,nm0215877,,,,,,,,,,,,,
519,tt0021505,nm0176699,,,,,,,,,,,,,
520,tt0021508,nm0000406,,,,,,,,,,,,,
521,tt0021542,nm0655065,,,,,,,,,,,,,
522,tt0021549,nm0293260,,,,,,,,,,,,,
523,tt0021550,nm0562845,,,,,,,,,,,,,
524,tt0021551,nm0166836,,,,,,,,,,,,,
525,tt0021568,nm0068419,,,,,,,,,,,,,
526,tt0021571,nm0235590,,,,,,,,,,,,,
527,tt0021577,nm0000320,,,,,,,,,,,,,
528,tt0021595,nm0012317,,,,,,,,,,,,,
529,tt0021607,nm0903049,,,,,,,,,,,,,
530,tt0021622,nm0000406,,,,,,,,,,,,,
531,tt0021632,nm0792514,,,,,,,,,,,,,
532,tt0021633,nm0502752,,,,,,,,,,,,,
533,tt0021635,nm0097648,,,,,,,,,,,,,
534,tt0021647,nm0215877,,,,,,,,,,,,,
535,tt0021649,nm0114266,,,,,,,,,,,,,
536,tt0021668,nm0532187,,,,,,,,,,,,,
537,tt0021673,nm0215877,,,,,,,,,,,,,
538,tt0021730,nm0896542,,,,,,,,,,,,,
539,tt0021733,nm0532187,,,,,,,,,,,,,
540,tt0021739,nm0719756,,,,,,,,,,,,,
541,tt0021746,nm0749484,,,,,,,,,,,,,
542,tt0021749,nm0000122,,,,,,,,,,,,,
543,tt0021750,nm0541149,,,,,,,,,,,,,
544,tt0021761,nm0806061,,,,,,,,,,,,,
545,tt0021763,nm0127511,,,,,,,,,,,,,
546,tt0021768,nm0166836,,,,,,,,,,,,,
547,tt0021770,nm0001328,,,,,,,,,,,,,
548,tt0021778,nm0064600,,,,,,,,,,,,,
549,tt0021780,nm0176699,,,,,,,,,,,,,
550,tt0021799,nm0001008,,,,,,,,,,,,,
551,tt0021800,nm0903049,,,,,,,,,,,,,
552,tt0021807,nm0397678,,,,,,,,,,,,,
553,tt0021814,nm0115218,,,,,,,,,,,,,
554,tt0021818,nm0655065,,,,,,,,,,,,,
555,tt0021836,nm0483944,,,,,,,,,,,,,
556,tt0021873,nm0503777,,,,,,,,,,,,,
557,tt0021874,nm0502752,,,,,,,,,,,,,
558,tt0021884,nm0001843,,,,,,,,,,,,,
559,tt0021885,nm0113284,,,,,,,,,,,,,
560,tt0021890,nm0587277,,,,,,,,,,,,,
561,tt0021910,nm0002030,,,,,,,,,,,,,
562,tt0021917,nm0002031,,,,,,,,,,,,,
563,tt0021919,nm0337586,,,,,,,,,,,,,
564,tt0021931,nm0291548,,,,,,,,,,,,,
565,tt0021933,nm0886754,nm0000859,,,,,,,,,,,,
566,tt0021969,nm0002188,,,,,,,,,,,,,
567,tt0021992,nm0562845,,,,,,,,,,,,,
568,tt0022002,nm0115218,,,,,,,,,,,,,
569,tt0022017,nm0655065,,,,,,,,,,,,,
570,tt0022021,nm0045800,,,,,,,,,,,,,
571,tt0022026,nm0853130,,,,,,,,,,,,,
572,tt0022054,nm0226189,,,,,,,,,,,,,
573,tt0022059,nm0064600,,,,,,,,,,,,,
574,tt0022074,nm0523932,,,,,,,,,,,,,
575,tt0022080,nm0670643,,,,,,,,,,,,,
576,tt0022100,nm0000485,,,,,,,,,,,,,
577,tt0022103,nm0002031,,,,,,,,,,,,,
578,tt0022111,nm0215877,,,,,,,,,,,,,
579,tt0022117,nm0939992,,,,,,,,,,,,,
580,tt0022119,nm0908831,nm0329066,,,,,,,,,,,,
581,tt0022125,nm0466099,,,,,,,,,,,,,
582,tt0022149,nm0227020,,,,,,,,,,,,,
583,tt0022150,nm0163229,,,,,,,,,,,,,
584,tt0022151,nm0012317,,,,,,,,,,,,,
585,tt0022153,nm0001008,,,,,,,,,,,,,
586,tt0022158,nm0572851,,,,,,,,,,,,,
587,tt0022191,nm0166836,,,,,,,,,,,,,
588,tt0022208,nm0920074,,,,,,,,,,,,,
589,tt0022236,nm0920074,,,,,,,,,,,,,
590,tt0022251,nm0663613,,,,,,,,,,,,,
591,tt0022254,nm0781292,,,,,,,,,,,,,
592,tt0022264,nm0731910,,,,,,,,,,,,,
593,tt0022268,nm0001008,,,,,,,,,,,,,
594,tt0022276,nm0113284,,,,,,,,,,,,,
595,tt0022279,nm0291548,,,,,,,,,,,,,
596,tt0022286,nm0920074,,,,,,,,,,,,,
597,tt0022335,nm0920074,,,,,,,,,,,,,
598,tt0022353,nm0000406,,,,,,,,,,,,,
599,tt0022357,nm0384276,,,,,,,,,,,,,
600,tt0022382,nm0925028,nm0616893,,,,,,,,,,,,
601,tt0022386,nm0783629,,,,,,,,,,,,,
602,tt0022395,nm0000033,,,,,,,,,,,,,
603,tt0022397,nm0851537,,,,,,,,,,,,,
604,tt0022403,nm0337586,,,,,,,,,,,,,
605,tt0022409,nm0002031,,,,,,,,,,,,,
606,tt0022430,nm0920074,,,,,,,,,,,,,
607,tt0022436,nm0896542,,,,,,,,,,,,,
608,tt0022440,nm0000428,,,,,,,,,,,,,
609,tt0022453,nm0502752,,,,,,,,,,,,,
610,tt0022454,nm0562845,,,,,,,,,,,,,
611,tt0022458,nm0003638,,,,,,,,,,,,,
612,tt0022485,nm0654868,,,,,,,,,,,,,
613,tt0022495,nm0886754,,,,,,,,,,,,,
614,tt0022531,nm0066247,nm0247484,,,,,,,,,,,,
615,tt0022537,nm0295920,nm0577654,,,,,,,,,,,,
616,tt0022550,nm0001843,,,,,,,,,,,,,
617,tt0022619,nm0045800,nm0002031,,,,,,,,,,,,
618,tt0022626,nm0001008,nm0245385,nm0624756,,,,,,,,,,,
619,tt0022628,nm0002030,nm0341486,,,,,,,,,,,,
620,tt0022635,nm0064600,,,,,,,,,,,,,
621,tt0022660,nm0102643,,,,,,,,,,,,,
622,tt0022676,nm0503777,,,,,,,,,,,,,
623,tt0022681,nm0942862,,,,,,,,,,,,,
624,tt0022682,nm0125636,,,,,,,,,,,,,
625,tt0022689,nm0896542,,,,,,,,,,,,,
626,tt0022694,nm0726166,nm0051354,,,,,,,,,,,,
627,tt0022696,nm0215877,,,,,,,,,,,,,
628,tt0022698,nm0903049,,,,,,,,,,,,,
629,tt0022700,nm0332539,,,,,,,,,,,,,
630,tt0022718,nm0719756,,,,,,,,,,,,,
631,tt0022725,nm0523932,,,,,,,,,,,,,
632,tt0022735,nm0002031,,,,,,,,,,,,,
633,tt0022737,nm0227020,,,,,,,,,,,,,
634,tt0022753,nm0580017,nm0890085,,,,,,,,,,,,
635,tt0022755,nm0090007,,,,,,,,,,,,,
636,tt0022775,nm0920074,,,,,,,,,,,,,
637,tt0022778,nm0920074,,,,,,,,,,,,,
638,tt0022787,nm0076368,,,,,,,,,,,,,
639,tt0022792,nm0001328,,,,,,,,,,,,,
640,tt0022802,nm0337586,,,,,,,,,,,,,
641,tt0022827,nm0002031,,,,,,,,,,,,,
642,tt0022834,nm0068419,,,,,,,,,,,,,
643,tt0022835,nm0541149,,,,,,,,,,,,,
644,tt0022854,nm0113284,,,,,,,,,,,,,
645,tt0022873,nm0064600,,,,,,,,,,,,,
646,tt0022877,nm0002165,,,,,,,,,,,,,
647,tt0022879,nm0097648,,,,,,,,,,,,,
648,tt0022882,nm0939992,nm0689471,,,,,,,,,,,,
649,tt0022905,nm0001008,,,,,,,,,,,,,
650,tt0022913,nm0115218,,,,,,,,,,,,,
651,tt0022921,nm0292134,,,,,,,,,,,,,
652,tt0022958,nm0332539,,,,,,,,,,,,,
653,tt0022979,nm0920074,,,,,,,,,,,,,
654,tt0022981,nm0942611,,,,,,,,,,,,,
655,tt0022990,nm0114602,,,,,,,,,,,,,
656,tt0023027,nm0572851,,,,,,,,,,,,,
657,tt0023028,nm0782682,,,,,,,,,,,,,
658,tt0023038,nm0769585,nm0569645,,,,,,,,,,,,
659,tt0023042,nm0503777,,,,,,,,,,,,,
660,tt0023049,nm0731596,nm0401680,nm0782682,nm0578985,nm0523932,nm0851537,nm0572851,nm0190516,,,,,,
661,tt0023074,nm0226189,,,,,,,,,,,,,
662,tt0023101,nm0184738,,,,,,,,,,,,,
663,tt0023125,nm0226189,,,,,,,,,,,,,
664,tt0023137,nm0514822,,,,,,,,,,,,,
665,tt0023145,nm0002061,,,,,,,,,,,,,
666,tt0023151,nm0002179,,,,,,,,,,,,,
667,tt0023158,nm0541149,,,,,,,,,,,,,
668,tt0023180,nm0226189,,,,,,,,,,,,,
669,tt0023181,nm0012317,,,,,,,,,,,,,
670,tt0023194,nm0896533,nm0102643,,,,,,,,,,,,
671,tt0023196,nm0280463,,,,,,,,,,,,,
672,tt0023198,nm0107854,nm0445033,,,,,,,,,,,,
673,tt0023202,nm0909825,,,,,,,,,,,,,
674,tt0023225,nm0166836,,,,,,,,,,,,,
675,tt0023236,nm0833965,,,,,,,,,,,,,
676,tt0023238,nm0774325,nm0681635,,,,,,,,,,,,
677,tt0023240,nm0282549,nm0637790,,,,,,,,,,,,
678,tt0023241,nm0115669,nm0516001,,,,,,,,,,,,
679,tt0023243,nm0840042,,,,,,,,,,,,,
680,tt0023245,nm0005713,,,,,,,,,,,,,
681,tt0023249,nm0282984,,,,,,,,,,,,,
682,tt0023261,nm0621540,,,,,,,,,,,,,
683,tt0023268,nm0886754,,,,,,,,,,,,,
684,tt0023271,nm0377126,,,,,,,,,,,,,
685,tt0023277,nm0749484,,,,,,,,,,,,,
686,tt0023284,nm0719756,,,,,,,,,,,,,
687,tt0023285,nm0000033,,,,,,,,,,,,,
688,tt0023293,nm0001843,,,,,,,,,,,,,
689,tt0023303,nm0523932,nm0002030,,,,,,,,,,,,
690,tt0023305,nm0307819,,,,,,,,,,,,,
691,tt0023312,nm0550892,nm0085295,nm0564971,nm0294137,,,,,,,,,,
692,tt0023322,nm0781292,,,,,,,,,,,,,
693,tt0023326,nm0578985,,,,,,,,,,,,,
694,tt0023327,nm0002179,,,,,,,,,,,,,
695,tt0023331,nm0412235,,,,,,,,,,,,,
696,tt0023335,nm0747844,,,,,,,,,,,,,
697,tt0023345,nm0245213,,,,,,,,,,,,,
698,tt0023349,nm0763453,,,,,,,,,,,,,
699,tt0023362,nm0920074,,,,,,,,,,,,,
700,tt0023369,nm0587277,,,,,,,,,,,,,
701,tt0023374,nm0092915,nm0102643,,,,,,,,,,,,
702,tt0023382,nm0281808,,,,,,,,,,,,,
703,tt0023385,nm0176699,,,,,,,,,,,,,
704,tt0023394,nm0337586,,,,,,,,,,,,,
705,tt0023395,nm0000033,,,,,,,,,,,,,
706,tt0023396,nm0020522,,,,,,,,,,,,,
707,tt0023427,nm0001328,nm0744514,,,,,,,,,,,,
708,tt0023450,nm0654868,,,,,,,,,,,,,
709,tt0023456,nm0066247,nm0247484,,,,,,,,,,,,
710,tt0023458,nm0903049,,,,,,,,,,,,,
711,tt0023469,nm0194031,,,,,,,,,,,,,
712,tt0023470,nm0001124,,,,,,,,,,,,,
713,tt0023486,nm0783629,,,,,,,,,,,,,
714,tt0023488,nm0291548,,,,,,,,,,,,,
715,tt0023491,nm0920074,,,,,,,,,,,,,
716,tt0023495,nm0502752,nm0113284,,,,,,,,,,,,
717,tt0023498,nm0781292,,,,,,,,,,,,,
718,tt0023537,nm0012317,,,,,,,,,,,,,
719,tt0023551,nm0886754,,,,,,,,,,,,,
720,tt0023556,nm0215877,,,,,,,,,,,,,
721,tt0023563,nm0000485,,,,,,,,,,,,,
722,tt0023582,nm0002179,,,,,,,,,,,,,
723,tt0023583,nm0712730,,,,,,,,,,,,,
724,tt0023584,nm0878338,,,,,,,,,,,,,
725,tt0023589,nm0064415,,,,,,,,,,,,,
726,tt0023590,nm0503777,,,,,,,,,,,,,
727,tt0023594,nm0001328,,,,,,,,,,,,,
728,tt0023622,nm0523932,,,,,,,,,,,,,
729,tt0023629,nm0503777,,,,,,,,,,,,,
730,tt0023634,nm0654868,,,,,,,,,,,,,
731,tt0023642,nm0337586,,,,,,,,,,,,,
732,tt0023649,nm0003433,,,,,,,,,,,,,
733,tt0023655,nm0584778,,,,,,,,,,,,,
734,tt0023659,nm0125636,,,,,,,,,,,,,
735,tt0023685,nm0281808,,,,,,,,,,,,,
736,tt0023686,nm0002030,,,,,,,,,,,,,
737,tt0023694,nm0356931,,,,,,,,,,,,,
738,tt0023701,nm0215877,,,,,,,,,,,,,
739,tt0023720,nm0782682,,,,,,,,,,,,,
740,tt0023731,nm0002031,,,,,,,,,,,,,
741,tt0023753,nm0572851,,,,,,,,,,,,,
742,tt0023758,nm0125636,,,,,,,,,,,,,
743,tt0023775,nm0337586,,,,,,,,,,,,,
744,tt0023786,nm0478441,,,,,,,,,,,,,
745,tt0023790,nm0681635,,,,,,,,,,,,,
746,tt0023793,nm0736610,,,,,,,,,,,,,
747,tt0023794,nm0515979,,,,,,,,,,,,,
748,tt0023814,nm0001008,,,,,,,,,,,,,
749,tt0023817,nm0258015,nm0399203,,,,,,,,,,,,
750,tt0023825,nm0281808,,,,,,,,,,,,,
751,tt0023838,nm0909825,,,,,,,,,,,,,
752,tt0023846,nm0485647,,,,,,,,,,,,,
753,tt0023847,nm0792514,,,,,,,,,,,,,
754,tt0023871,nm0183018,,,,,,,,,,,,,
755,tt0023876,nm0515979,,,,,,,,,,,,,
756,tt0023878,nm0337586,nm0920074,,,,,,,,,,,,
757,tt0023881,nm0532187,,,,,,,,,,,,,
758,tt0023891,nm0002188,,,,,,,,,,,,,
759,tt0023902,nm0124571,nm0297414,,,,,,,,,,,,
760,tt0023911,nm0943758,,,,,,,,,,,,,
761,tt0023926,nm0502752,,,,,,,,,,,,,
762,tt0023935,nm0547446,,,,,,,,,,,,,
763,tt0023937,nm0654868,,,,,,,,,,,,,
764,tt0023939,nm0699877,,,,,,,,,,,,,
765,tt0023940,nm0523932,,,,,,,,,,,,,
766,tt0023943,nm0736778,nm0730018,,,,,,,,,,,,
767,tt0023948,nm0002030,,,,,,,,,,,,,
768,tt0023955,nm0000406,,,,,,,,,,,,,
769,tt0023956,nm0655065,,,,,,,,,,,,,
770,tt0023960,nm0188669,,,,,,,,,,,,,
771,tt0023969,nm0564970,,,,,,,,,,,,,
772,tt0023973,nm0908234,,,,,,,,,,,,,
773,tt0023982,nm0503777,,,,,,,,,,,,,
774,tt0023985,nm0614225,nm0210352,,,,,,,,,,,,
775,tt0023986,nm0215877,,,,,,,,,,,,,
776,tt0023990,nm0886754,,,,,,,,,,,,,
777,tt0023993,nm0282984,,,,,,,,,,,,,
778,tt0024008,nm0920074,nm0226189,nm0002031,,,,,,,,,,,
779,tt0024025,nm0293260,,,,,,,,,,,,,
780,tt0024028,nm0045800,,,,,,,,,,,,,
781,tt0024034,nm0045800,,,,,,,,,,,,,
782,tt0024044,nm0478441,,,,,,,,,,,,,
783,tt0024055,nm0403054,,,,,,,,,,,,,
784,tt0024067,nm0909825,,,,,,,,,,,,,
785,tt0024069,nm0503777,,,,,,,,,,,,,
786,tt0024083,nm0587277,,,,,,,,,,,,,
787,tt0024090,nm0503777,,,,,,,,,,,,,
788,tt0024100,nm0176699,,,,,,,,,,,,,
789,tt0024115,nm0920074,,,,,,,,,,,,,
790,tt0024120,nm0654868,,,,,,,,,,,,,
791,tt0024124,nm0926171,,,,,,,,,,,,,
792,tt0024130,nm0939992,,,,,,,,,,,,,
793,tt0024144,nm0282984,,,,,,,,,,,,,
794,tt0024166,nm0749484,,,,,,,,,,,,,
795,tt0024183,nm0840042,,,,,,,,,,,,,
796,tt0024184,nm0001843,,,,,,,,,,,,,
797,tt0024188,nm0448915,,,,,,,,,,,,,
798,tt0024214,nm0621540,,,,,,,,,,,,,
799,tt0024216,nm0774325,nm0178260,,,,,,,,,,,,
800,tt0024238,nm0107854,nm0445033,,,,,,,,,,,,
801,tt0024239,nm0215877,,,,,,,,,,,,,
802,tt0024240,nm0001008,,,,,,,,,,,,,
803,tt0024252,nm0649097,,,,,,,,,,,,,
804,tt0024262,nm0215877,,,,,,,,,,,,,
805,tt0024264,nm0002030,,,,,,,,,,,,,
806,tt0024269,nm0113284,,,,,,,,,,,,,
807,tt0024293,nm0942611,,,,,,,,,,,,,
808,tt0024301,nm0368871,,,,,,,,,,,,,
809,tt0024302,nm0097648,,,,,,,,,,,,,
810,tt0024307,nm0045800,,,,,,,,,,,,,
811,tt0024314,nm0002031,nm0562845,,,,,,,,,,,,
812,tt0024334,nm0920074,,,,,,,,,,,,,
813,tt0024339,nm0215877,,,,,,,,,,,,,
814,tt0024353,nm0792514,,,,,,,,,,,,,
815,tt0024359,nm0064600,,,,,,,,,,,,,
816,tt0024360,nm0840042,,,,,,,,,,,,,
817,tt0024368,nm0002031,,,,,,,,,,,,,
818,tt0024373,nm0337586,,,,,,,,,,,,,
819,tt0024381,nm0113284,,,,,,,,,,,,,
820,tt0024402,nm0055823,,,,,,,,,,,,,
821,tt0024411,nm0731910,,,,,,,,,,,,,
822,tt0024414,nm0731596,,,,,,,,,,,,,
823,tt0024429,nm0166836,,,,,,,,,,,,,
824,tt0024433,nm0502752,,,,,,,,,,,,,
825,tt0024435,nm0886754,,,,,,,,,,,,,
826,tt0024453,nm0000406,,,,,,,,,,,,,
827,tt0024455,nm0878338,,,,,,,,,,,,,
828,tt0024465,nm0397678,,,,,,,,,,,,,
829,tt0024471,nm0002031,,,,,,,,,,,,,
830,tt0024473,nm0466099,,,,,,,,,,,,,
831,tt0024475,nm0886754,nm0001328,,,,,,,,,,,,
832,tt0024476,nm0782682,,,,,,,,,,,,,
833,tt0024481,nm0541149,,,,,,,,,,,,,
834,tt0024484,nm0782682,,,,,,,,,,,,,
835,tt0024500,nm0102908,,,,,,,,,,,,,
836,tt0024514,nm0266691,,,,,,,,,,,,,
837,tt0024516,nm0769585,,,,,,,,,,,,,
838,tt0024539,nm0097648,,,,,,,,,,,,,
839,tt0024548,nm0792514,,,,,,,,,,,,,
840,tt0024549,nm0000923,nm0025497,,,,,,,,,,,,
841,tt0024553,nm0064600,,,,,,,,,,,,,
842,tt0024554,nm0712730,,,,,,,,,,,,,
843,tt0024559,nm0258015,,,,,,,,,,,,,
844,tt0024592,nm0942611,,,,,,,,,,,,,
845,tt0024593,nm0774325,,,,,,,,,,,,,
846,tt0024600,nm0270838,,,,,,,,,,,,,
847,tt0024601,nm0782682,,,,,,,,,,,,,
848,tt0024610,nm0454771,,,,,,,,,,,,,
849,tt0024617,nm0731596,,,,,,,,,,,,,
850,tt0024620,nm0896542,,,,,,,,,,,,,
851,tt0024625,nm0547446,,,,,,,,,,,,,
852,tt0024631,nm0356931,,,,,,,,,,,,,
853,tt0024633,nm0188669,,,,,,,,,,,,,
854,tt0024645,nm0384616,,,,,,,,,,,,,
855,tt0024647,nm0942862,,,,,,,,,,,,,
856,tt0024651,nm0000485,nm0829954,,,,,,,,,,,,
857,tt0024663,nm0163786,nm0769585,,,,,,,,,,,,
858,tt0024674,nm0368871,,,,,,,,,,,,,
859,tt0024675,nm0001328,nm0744514,,,,,,,,,,,,
860,tt0024676,nm0654868,,,,,,,,,,,,,
861,tt0024684,nm0195496,,,,,,,,,,,,,
862,tt0024685,nm0814118,nm0355284,,,,,,,,,,,,
863,tt0024703,nm0076779,,,,,,,,,,,,,
864,tt0024727,nm0833965,,,,,,,,,,,,,
865,tt0024747,nm0000033,,,,,,,,,,,,,
866,tt0024762,nm0781292,,,,,,,,,,,,,
867,tt0024763,nm0064600,nm0502752,,,,,,,,,,,,
868,tt0024768,nm0163786,nm0379092,,,,,,,,,,,,
869,tt0024772,nm0920074,,,,,,,,,,,,,
870,tt0024793,nm0621540,,,,,,,,,,,,,
871,tt0024800,nm0498174,,,,,,,,,,,,,
872,tt0024805,nm0292134,,,,,,,,,,,,,
873,tt0024819,nm0595451,,,,,,,,,,,,,
874,tt0024830,nm0656528,,,,,,,,,,,,,
875,tt0024831,nm0629519,,,,,,,,,,,,,
876,tt0024844,nm0897118,,,,,,,,,,,,,
877,tt0024851,nm0445033,,,,,,,,,,,,,
878,tt0024852,nm0576940,nm0736778,,,,,,,,,,,,
879,tt0024854,nm0480046,,,,,,,,,,,,,
880,tt0024865,nm0291548,,,,,,,,,,,,,
881,tt0024873,nm0564970,,,,,,,,,,,,,
882,tt0024894,nm0880618,,,,,,,,,,,,,
883,tt0024895,nm0624756,,,,,,,,,,,,,
884,tt0024902,nm0102908,,,,,,,,,,,,,
885,tt0024906,nm0176699,nm0792514,,,,,,,,,,,,
886,tt0024914,nm0124877,,,,,,,,,,,,,
887,tt0024916,nm0001008,,,,,,,,,,,,,
888,tt0024951,nm0587277,,,,,,,,,,,,,
889,tt0024958,nm0189076,,,,,,,,,,,,,
890,tt0024961,nm0853130,nm0516001,,,,,,,,,,,,
891,tt0024962,nm0194492,nm0466099,,,,,,,,,,,,
892,tt0024963,nm0113284,,,,,,,,,,,,,
893,tt0024966,nm0890567,nm0890574,,,,,,,,,,,,
894,tt0024968,nm0285946,,,,,,,,,,,,,
895,tt0024969,nm0285946,nm0352685,,,,,,,,,,,,
896,tt0024978,nm0285962,,,,,,,,,,,,,
897,tt0024989,nm0002061,,,,,,,,,,,,,
898,tt0024991,nm0001124,,,,,,,,,,,,,
899,tt0025004,nm0498174,,,,,,,,,,,,,
900,tt0025028,nm0258015,nm0000923,,,,,,,,,,,,
901,tt0025031,nm0005847,,,,,,,,,,,,,
902,tt0025037,nm0500552,,,,,,,,,,,,,
903,tt0025046,nm0562845,,,,,,,,,,,,,
904,tt0025054,nm0497961,,,,,,,,,,,,,
905,tt0025068,nm0226189,nm0445033,,,,,,,,,,,,
906,tt0025091,nm0397678,,,,,,,,,,,,,
907,tt0025094,nm0767701,,,,,,,,,,,,,
908,tt0025117,nm0629519,nm0875746,,,,,,,,,,,,
909,tt0025124,nm0097648,,,,,,,,,,,,,
910,tt0025129,nm0226189,,,,,,,,,,,,,
911,tt0025132,nm0886754,,,,,,,,,,,,,
912,tt0025161,nm0562845,,,,,,,,,,,,,
913,tt0025164,nm0762263,,,,,,,,,,,,,
914,tt0025173,nm0176699,nm0939992,,,,,,,,,,,,
915,tt0025176,nm0853130,,,,,,,,,,,,,
916,tt0025189,nm0366781,,,,,,,,,,,,,
917,tt0025198,nm0275494,,,,,,,,,,,,,
918,tt0025202,nm0908234,,,,,,,,,,,,,
919,tt0025214,nm0654868,,,,,,,,,,,,,
920,tt0025228,nm0503777,,,,,,,,,,,,,
921,tt0025238,nm0045800,,,,,,,,,,,,,
922,tt0025239,nm0878338,,,,,,,,,,,,,
923,tt0025251,nm0886754,,,,,,,,,,,,,
924,tt0025263,nm0332539,nm0939992,nm0828419,nm0718469,nm0245385,nm0092915,nm0533074,nm0746740,,,,,,
925,tt0025272,nm0485647,nm0921288,,,,,,,,,,,,
926,tt0025301,nm0821472,,,,,,,,,,,,,
927,tt0025303,nm0397227,nm0437356,,,,,,,,,,,,
928,tt0025316,nm0001008,,,,,,,,,,,,,
929,tt0025318,nm0572851,,,,,,,,,,,,,
930,tt0025329,nm0578985,,,,,,,,,,,,,
931,tt0025330,nm0002031,,,,,,,,,,,,,
932,tt0025335,nm0000406,,,,,,,,,,,,,
933,tt0025338,nm0621540,,,,,,,,,,,,,
934,tt0025345,nm0828419,,,,,,,,,,,,,
935,tt0025346,nm0002031,,,,,,,,,,,,,
936,tt0025347,nm0215877,nm0688198,,,,,,,,,,,,
937,tt0025351,nm0860194,,,,,,,,,,,,,
938,tt0025373,nm0102908,,,,,,,,,,,,,
939,tt0025393,nm0763453,,,,,,,,,,,,,
940,tt0025397,nm0000485,,,,,,,,,,,,,
941,tt0025410,nm0355284,,,,,,,,,,,,,
942,tt0025423,nm0000406,,,,,,,,,,,,,
943,tt0025440,nm0102908,,,,,,,,,,,,,
944,tt0025452,nm0000033,,,,,,,,,,,,,
945,tt0025455,nm0102908,,,,,,,,,,,,,
946,tt0025456,nm0280904,,,,,,,,,,,,,
947,tt0025461,nm0002031,,,,,,,,,,,,,
948,tt0025464,nm0002030,nm0886754,,,,,,,,,,,,
949,tt0025465,nm0260871,,,,,,,,,,,,,
950,tt0025471,nm0245213,,,,,,,,,,,,,
951,tt0025478,nm0286924,,,,,,,,,,,,,
952,tt0025480,nm0000697,nm0261971,,,,,,,,,,,,
953,tt0025493,nm0523932,,,,,,,,,,,,,
954,tt0025499,nm0259838,,,,,,,,,,,,,
955,tt0025536,nm0562004,,,,,,,,,,,,,
956,tt0025555,nm0280463,nm0002188,,,,,,,,,,,,
957,tt0025580,nm0368871,,,,,,,,,,,,,
958,tt0025586,nm0188669,,,,,,,,,,,,,
959,tt0025590,nm0064415,,,,,,,,,,,,,
960,tt0025601,nm0006276,,,,,,,,,,,,,
961,tt0025607,nm0092915,,,,,,,,,,,,,
962,tt0025610,nm0896542,,,,,,,,,,,,,
963,tt0025617,nm0092915,,,,,,,,,,,,,
964,tt0025681,nm0466099,,,,,,,,,,,,,
965,tt0025699,nm0292134,,,,,,,,,,,,,
966,tt0025704,nm0003836,,,,,,,,,,,,,
967,tt0025718,nm0782682,,,,,,,,,,,,,
968,tt0025725,nm0202590,nm0796126,,,,,,,,,,,,
969,tt0025731,nm0731596,,,,,,,,,,,,,
970,tt0025740,nm0113284,,,,,,,,,,,,,
971,tt0025746,nm0903049,,,,,,,,,,,,,
972,tt0025748,nm0949597,,,,,,,,,,,,,
973,tt0025763,nm0547446,nm0291387,,,,,,,,,,,,
974,tt0025774,nm0637790,,,,,,,,,,,,,
975,tt0025791,nm0649097,,,,,,,,,,,,,
976,tt0025799,nm0564970,,,,,,,,,,,,,
977,tt0025829,nm0532187,,,,,,,,,,,,,
978,tt0025830,nm0102908,,,,,,,,,,,,,
979,tt0025833,nm0920074,,,,,,,,,,,,,
980,tt0025844,nm0747844,,,,,,,,,,,,,
981,tt0025862,nm0316539,nm0570985,nm0176699,,,,,,,,,,,
982,tt0025878,nm0886754,,,,,,,,,,,,,
983,tt0025880,nm0314351,,,,,,,,,,,,,
984,tt0025883,nm0397678,,,,,,,,,,,,,
985,tt0025898,nm0719756,,,,,,,,,,,,,
986,tt0025903,nm0102908,,,,,,,,,,,,,
987,tt0025907,nm0281808,,,,,,,,,,,,,
988,tt0025911,nm0895048,,,,,,,,,,,,,
989,tt0025913,nm0726166,,,,,,,,,,,,,
990,tt0025919,nm0001328,,,,,,,,,,,,,
991,tt0025920,nm0258015,,,,,,,,,,,,,
992,tt0025929,nm0654868,,,,,,,,,,,,,
993,tt0025935,nm0215877,,,,,,,,,,,,,
994,tt0025942,nm0674398,,,,,,,,,,,,,
995,tt0025946,nm0017893,,,,,,,,,,,,,
996,tt0025948,nm0920074,nm0001328,nm0176699,,,,,,,,,,,
997,tt0025964,nm0541149,,,,,,,,,,,,,
998,tt0025965,nm0851537,,,,,,,,,,,,,
999,tt0025969,nm0102908,,,,,,,,,,,,,
